Date,Ship_Type,Engine_Type,Speed_Over_Ground_knots,Distance_Traveled_nm,Cargo_Weight_tons,Average_Load_Percentage,Engine_Power_kW,Draft_meters,Weather_Condition,Seasonal_Impact_Score,Route_Type,Maintenance_Status,Weekly_Voyage_Count,Efficiency_nm_per_kWh,Operational_Cost_USD,Revenue_per_Voyage_USD,Turnaround_Time_hours
2024-01-31,Fish Carrier,Diesel,14.3335,527.5639,1141.7284,74.9251,1600.0478,5.9874,Moderate,0.7997,Short-haul,Good,1,0.8643,3336.87,12253.01,42.4214
2024-02-01,Fish Carrier,Steam Turbine,8.7513,851.5721,1144.5594,57.8812,3492.1562,8.9098,Calm,0.6537,Coastal,Good,2,0.6578,4999.71,12455.63,123.6726
2024-02-02,Tanker,Heavy Fuel Oil (HFO),19.1821,1816.5661,1639.4196,54.0549,2680.9718,7.1386,Rough,0.0604,Transoceanic,Good,1,0.35,6414.65,15374.78,117.6447
2024-02-03,Container Ship,Heavy Fuel Oil (HFO),13.7331,867.2293,2094.7796,49.9914,1719.8824,10.4163,Moderate,0.0518,Short-haul,Good,2,0.8882,4058.19,15125.57,83.4738
2024-02-04,Container Ship,Heavy Fuel Oil (HFO),20.82,726.729,3228.9122,51.5737,2434.7737,5.8226,Calm,0.8021,Transoceanic,Fair,7,0.35,4509.72,18737.49,44.6057
2024-02-05,Fish Carrier,Diesel,21.1188,1648.213,1739.99,90.4445,1588.1904,5.0789,Calm,0.8238,Transoceanic,Fair,5,0.35,5226.91,16799.34,92.5887
2024-02-06,Tanker,Diesel,16.0725,2117.7913,4637.8276,75.7476,2690.995,6.8442,Calm,0.3881,Short-haul,Fair,5,0.7643,7151.89,27461.39,154.8667
2024-02-07,Container Ship,Steam Turbine,8.4478,466.8315,8705.0694,97.0573,967.6738,9.8028,Calm,0.9328,Short-haul,Fair,2,0.8089,3997.15,39194.01,70.0541
2024-02-08,Bulk Carrier,Diesel,17.0977,716.985,3836.9743,57.4736,3247.2026,7.3158,Rough,0.5609,Short-haul,Good,7,0.5334,4830.74,21212.01,52.3165
2024-02-09,Fish Carrier,Steam Turbine,10.3892,1830.9048,648.8296,50.7612,1560.436,10.7748,Calm,0.2603,Short-haul,Fair,6,0.7523,5147.47,12043.71,217.4461
2024-02-10,Bulk Carrier,Heavy Fuel Oil (HFO),19.6212,380.9819,1176.6081,46.8629,876.5853,7.8827,Moderate,0.282,Transoceanic,Fair,1,0.35,2386.9,11069.09,26.4505
2024-02-11,Bulk Carrier,Steam Turbine,16.9758,310.1248,2123.4767,87.1941,3192.2965,6.1139,Moderate,0.4673,Short-haul,Good,4,0.4662,3938.15,15558.51,24.799
2024-02-12,Tanker,Steam Turbine,19.5824,532.5496,2419.9834,99.0815,1017.892,10.7016,Calm,0.8051,Transoceanic,Good,3,0.35,3116.03,17217.92,35.9805
2024-02-13,Tanker,Diesel,15.6669,760.4651,1557.8464,49.8292,1043.1655,4.5732,Calm,0.1655,Transoceanic,Good,7,0.8161,3164.83,12600.02,64.4098
2024-02-14,Fish Carrier,Diesel,8.6362,271.4982,1216.5079,99.7387,2622.3243,7.9806,Calm,0.0965,Coastal,Fair,5,0.7795,3527.13,13115.94,42.1224
2024-02-15,Bulk Carrier,Diesel,19.2513,1231.9516,1590.0758,46.3792,2094.5451,8.0927,Moderate,0.4613,Long-haul,Good,6,0.35,4590.61,13842.38,81.0229
2024-02-16,Container Ship,Steam Turbine,10.4113,1411.4973,2663.0341,67.313,2398.3546,4.9212,Calm,0.862,Transoceanic,Good,4,0.826,5405.28,18757.75,166.4142
2024-02-17,Container Ship,Steam Turbine,15.1228,961.5125,1890.6616,60.2153,1345.6267,7.0763,Calm,0.3599,Transoceanic,Needs Maintenance,1,0.6587,3761.66,15414.29,81.2067
2024-02-18,Fish Carrier,Heavy Fuel Oil (HFO),15.7997,684.8549,962.5478,52.2533,1759.9001,10.7868,Moderate,0.7176,Coastal,Needs Maintenance,3,0.5615,3390.59,10516.13,54.6468
2024-02-19,Fish Carrier,Heavy Fuel Oil (HFO),12.5678,827.0501,459.9211,45.9842,2826.3963,4.1475,Moderate,0.5399,Short-haul,Good,7,0.7586,4260.22,9187.43,77.9778
2024-02-20,Container Ship,Steam Turbine,14.7441,1763.7609,1622.1567,45.2622,1112.8438,5.2669,Moderate,0.17,Coastal,Good,2,0.7598,4795.23,14794.3,140.5249
2024-02-21,Fish Carrier,Steam Turbine,10.0927,449.4795,813.4319,87.3111,1797.434,4.4053,Moderate,0.2143,Long-haul,Fair,5,0.7043,2995.93,11069.57,54.2865
2024-02-22,Container Ship,Steam Turbine,15.0296,1627.3028,6055.2328,76.189,927.0317,7.5582,Calm,0.0938,Long-haul,Good,5,0.8194,5367.11,31215.65,125.2296
2024-02-23,Container Ship,Heavy Fuel Oil (HFO),17.533,475.0039,2887.609,69.5629,1132.1323,4.1952,Rough,0.0513,Short-haul,Fair,3,0.5611,3068.62,18435.5,39.2449
2024-02-24,Fish Carrier,Diesel,20.0442,521.3442,1274.9211,47.8714,1293.6665,10.8482,Rough,0.8398,Short-haul,Fair,7,0.35,2975.53,10947.83,34.872
2024-02-25,Bulk Carrier,Heavy Fuel Oil (HFO),21.3127,1123.7742,7526.4773,97.4865,1696.0411,7.6317,Moderate,0.9048,Long-haul,Good,1,0.35,5019.67,36317.53,65.752
2024-02-26,Container Ship,Steam Turbine,15.4783,2053.5236,5268.0558,62.9587,2363.6002,6.0261,Calm,0.8316,Coastal,Good,4,0.7688,7224.59,29457.4,167.2368
2024-02-27,Bulk Carrier,Diesel,16.8478,424.9638,2772.5386,53.7943,2539.6585,9.2806,Moderate,0.3277,Coastal,Good,1,0.6798,3679.14,17172.94,35.6945
2024-02-28,Bulk Carrier,Diesel,12.6612,922.0557,4368.1531,93.9455,1969.2317,6.1257,Calm,0.2971,Short-haul,Fair,6,0.9723,4188.06,24691.09,90.9092
2024-02-29,Tanker,Diesel,15.2711,1871.1821,1869.3165,60.7502,2803.505,9.9412,Moderate,0.2191,Transoceanic,Fair,6,0.6771,6072.93,16328.67,132.1816
2024-03-01,Tanker,Diesel,8.2555,1798.7862,3384.6047,96.8757,3320.7265,5.3326,Moderate,0.3692,Short-haul,Fair,2,0.7411,6951.35,23051.18,240.907
2024-03-02,Container Ship,Steam Turbine,11.7879,1988.5069,6951.1386,78.9044,2096.1916,6.5549,Moderate,0.8478,Coastal,Fair,5,0.7676,7032.37,35412.53,188.6104
2024-03-03,Bulk Carrier,Steam Turbine,17.8077,1307.5946,3502.4112,68.0752,787.4395,10.6588,Moderate,0.8305,Long-haul,Fair,5,0.4058,4351.65,21548.09,86.3697
2024-03-04,Bulk Carrier,Heavy Fuel Oil (HFO),14.7155,1082.1554,3865.3839,93.032,1417.9225,9.7776,Moderate,0.5866,Short-haul,Good,1,0.8196,4403.25,23493.7,82.3479
2024-03-05,Container Ship,Heavy Fuel Oil (HFO),18.3116,2182.9696,2999.1674,54.6478,1327.9083,4.9186,Calm,0.6407,Transoceanic,Good,4,0.5543,6059.49,21254.92,154.8341
2024-03-06,Fish Carrier,Diesel,10.3524,1735.0139,2037.256,92.5905,2662.9757,5.5512,Calm,0.0678,Short-haul,Fair,4,0.8431,6353.25,17728.66,198.654
2024-03-07,Tanker,Diesel,16.0056,1570.8584,2638.8454,66.674,2746.153,8.4689,Moderate,0.4404,Transoceanic,Good,7,0.6711,6060.36,18686.66,123.4913
2024-03-08,Tanker,Steam Turbine,17.7305,1688.9432,1886.3825,72.3627,2805.2636,6.7271,Moderate,0.0194,Transoceanic,Good,2,0.3752,5955.57,16782.13,125.3705
2024-03-09,Bulk Carrier,Diesel,21.6178,345.5172,4974.2864,71.213,1400.3994,8.1078,Calm,0.4847,Transoceanic,Good,6,0.35,3441.93,25118.58,24.4038
2024-03-10,Bulk Carrier,Steam Turbine,21.6192,642.2096,3541.5326,98.2446,2852.4267,10.3853,Calm,0.9472,Long-haul,Good,4,0.35,4559.66,21424.22,37.8019
2024-03-11,Tanker,Diesel,13.4871,913.72,6297.6297,82.4569,1752.5769,5.5309,Moderate,0.4291,Coastal,Good,5,0.9003,4618.75,31464.57,86.0502
2024-03-12,Container Ship,Heavy Fuel Oil (HFO),15.6245,1187.3586,5716.8312,99.052,1193.3016,4.5772,Rough,0.1614,Long-haul,Needs Maintenance,4,0.6293,5022.82,30357.59,101.1711
2024-03-13,Bulk Carrier,Diesel,17.9314,1687.4792,5653.3286,88.8344,2863.7461,10.0566,Calm,0.2906,Transoceanic,Good,4,0.6103,7014.27,31039.16,118.2549
2024-03-14,Fish Carrier,Diesel,12.9677,1564.0122,511.1527,48.8262,1138.6096,9.3334,Moderate,0.1177,Coastal,Fair,3,0.8119,4399.14,10914.37,147.1095
2024-03-15,Container Ship,Diesel,16.3544,659.6302,1814.3917,56.7216,1864.4369,10.2337,Calm,0.535,Coastal,Good,7,0.83,3654.22,13884.49,47.1044
2024-03-16,Tanker,Heavy Fuel Oil (HFO),19.3841,243.3975,7282.5925,86.2121,1680.7691,9.5255,Moderate,0.336,Coastal,Good,5,0.35,3981.96,33271.79,17.937
2024-03-17,Container Ship,Steam Turbine,14.4652,1915.5761,3696.0911,54.0525,3118.4531,10.2216,Calm,0.4726,Coastal,Good,6,0.7787,7222.45,22910.72,160.4141
2024-03-18,Container Ship,Steam Turbine,10.5851,1097.3063,5283.336,65.115,1581.5794,4.0832,Moderate,0.681,Long-haul,Fair,4,0.7228,4730.2,26928.59,122.386
2024-03-19,Container Ship,Steam Turbine,15.8895,2115.598,1502.7296,68.4417,1832.1542,7.3798,Calm,0.9221,Transoceanic,Good,1,0.7097,6047.53,15897.26,161.4855
2024-03-20,Container Ship,Heavy Fuel Oil (HFO),18.1359,1149.0204,1398.5156,81.7311,1696.3385,5.7559,Moderate,0.6788,Long-haul,Fair,2,0.4135,4099.29,14883.08,78.5659
2024-03-21,Fish Carrier,Steam Turbine,19.3102,1229.2603,620.5276,91.0573,1355.4811,6.4956,Calm,0.064,Short-haul,Good,6,0.35,4194.34,11936.36,76.8498
2024-03-22,Tanker,Diesel,18.2937,835.2489,5583.7225,88.6693,1436.0058,6.361,Calm,0.698,Long-haul,Needs Maintenance,4,0.4585,4413.47,29071.67,56.4684
2024-03-23,Bulk Carrier,Steam Turbine,10.8137,1454.5209,3288.6947,50.7194,1202.7342,6.3502,Moderate,0.5276,Short-haul,Good,6,0.7453,4930.23,20397.02,162.5245
2024-03-24,Fish Carrier,Diesel,21.0639,1862.1824,1341.2541,63.1517,993.686,7.8443,Rough,0.7508,Transoceanic,Needs Maintenance,5,0.35,4831.84,14788.71,103.0283
2024-03-25,Tanker,Steam Turbine,11.9925,1101.7256,6213.999,88.7165,2765.3595,7.8648,Moderate,0.5075,Short-haul,Good,2,0.7602,5918.05,31150.21,108.9435
2024-03-26,Container Ship,Diesel,21.6376,248.9554,4524.9639,95.2458,3305.1071,6.41,Rough,0.944,Short-haul,Good,4,0.35,4433.42,24208.63,19.2085
2024-03-27,Fish Carrier,Diesel,15.8156,635.1684,2239.1141,96.2761,3293.4232,4.2735,Moderate,0.9755,Long-haul,Good,4,0.6596,4644.36,17019.06,52.6507
2024-03-28,Tanker,Heavy Fuel Oil (HFO),10.8231,1784.282,4029.3913,64.671,1499.7531,6.2729,Calm,0.578,Long-haul,Good,2,0.7928,5645.79,24584.9,200.3524
2024-03-29,Tanker,Heavy Fuel Oil (HFO),14.2784,1565.4976,7210.7877,96.3028,700.3368,4.1371,Calm,0.8959,Short-haul,Good,6,0.8629,5401.71,36132.51,128.7478
2024-03-30,Tanker,Heavy Fuel Oil (HFO),21.6344,2102.1232,2524.3073,85.2758,2836.8407,10.5368,Calm,0.1618,Coastal,Good,1,0.35,6965.44,19973.82,123.2664
2024-03-31,Container Ship,Heavy Fuel Oil (HFO),9.0224,1343.9188,4331.4108,60.8746,2396.9043,9.506,Calm,0.2126,Long-haul,Needs Maintenance,1,0.7722,5677.4,23870.62,165.6739
2024-04-01,Bulk Carrier,Diesel,8.2762,564.2028,6820.7687,85.8851,726.6847,7.8332,Calm,0.8564,Short-haul,Good,2,0.8959,3723.73,32203.68,77.0662
2024-04-02,Fish Carrier,Steam Turbine,14.8603,250.1657,1080.815,50.7523,998.0483,5.9614,Moderate,0.7328,Long-haul,Good,4,0.6743,2245.91,10418.94,25.1848
2024-04-03,Container Ship,Steam Turbine,9.8293,1211.2595,6954.4721,91.3807,3458.6007,5.5081,Moderate,0.3598,Long-haul,Needs Maintenance,3,0.5995,6322.44,33782.51,133.4659
2024-04-04,Bulk Carrier,Heavy Fuel Oil (HFO),10.6785,1991.8022,3565.0237,66.32,1460.4151,9.1127,Rough,0.0581,Short-haul,Good,7,0.7616,6009.3,22832.0,238.9382
2024-04-05,Bulk Carrier,Heavy Fuel Oil (HFO),8.5261,1698.5126,2886.2965,58.5791,2788.0511,7.0067,Calm,0.8477,Coastal,Good,2,0.787,6493.87,20009.51,220.4012
2024-04-06,Tanker,Steam Turbine,20.5705,1205.1555,4048.8806,63.2132,1913.6769,8.9317,Moderate,0.3838,Long-haul,Good,2,0.35,5220.45,22926.76,69.362
2024-04-07,Fish Carrier,Heavy Fuel Oil (HFO),12.8607,1910.4471,875.7162,92.7118,2504.9625,9.2784,Moderate,0.8354,Transoceanic,Good,4,0.8023,6108.88,13773.96,168.5378
2024-04-08,Fish Carrier,Steam Turbine,16.8579,1309.1407,638.3319,79.9623,852.2729,7.2525,Rough,0.0232,Long-haul,Needs Maintenance,3,0.3677,3720.98,11588.08,95.8189
2024-04-09,Container Ship,Heavy Fuel Oil (HFO),10.9859,431.0001,3486.1859,90.0456,2835.2682,5.129,Rough,0.1275,Long-haul,Good,1,0.7276,4291.97,20673.85,46.8453
2024-04-10,Container Ship,Diesel,21.2844,638.883,4069.9585,48.0908,2386.2542,6.2871,Rough,0.2951,Coastal,Good,1,0.35,4552.28,21728.39,40.9385
2024-04-11,Bulk Carrier,Diesel,8.2746,1686.7959,1505.9753,47.9373,2326.5841,10.2649,Moderate,0.2414,Coastal,Fair,3,0.7528,5751.24,14395.82,232.8342
2024-04-12,Tanker,Steam Turbine,15.2999,736.672,2918.5208,64.3417,1639.5976,8.8519,Calm,0.8415,Transoceanic,Good,3,0.6373,3918.68,18605.06,56.4074
2024-04-13,Bulk Carrier,Diesel,9.8269,956.4169,4155.431,91.6183,952.4849,6.6976,Moderate,0.6131,Long-haul,Fair,3,0.8471,4106.77,23858.42,107.832
2024-04-14,Fish Carrier,Diesel,14.3916,1147.3542,706.7949,58.4961,1773.1067,10.7572,Moderate,0.375,Long-haul,Fair,7,0.7692,4000.06,11112.27,89.7701
2024-04-15,Container Ship,Diesel,20.7803,2163.8362,2212.1296,68.8935,3434.1484,6.4923,Moderate,0.1429,Long-haul,Fair,7,0.35,7690.03,17948.3,134.3511
2024-04-16,Bulk Carrier,Heavy Fuel Oil (HFO),8.3995,614.1718,2455.9764,50.6591,1451.3352,9.4159,Moderate,0.6938,Transoceanic,Good,6,0.716,3605.6,15849.43,88.5236
2024-04-17,Container Ship,Heavy Fuel Oil (HFO),8.2953,757.8112,1908.1811,87.4734,1718.6767,4.6781,Moderate,0.4937,Transoceanic,Good,3,0.7396,3547.94,15719.03,103.2894
2024-04-18,Tanker,Diesel,9.0067,1155.8724,6258.6037,85.1078,3170.1884,7.5491,Calm,0.6417,Coastal,Good,3,0.7996,6305.32,31326.77,157.2271
2024-04-19,Tanker,Diesel,13.6529,1713.3239,3135.8661,87.0105,3092.236,10.1342,Calm,0.7872,Coastal,Fair,6,0.8848,6637.38,21230.01,156.1228
2024-04-20,Bulk Carrier,Steam Turbine,17.8878,167.5504,4789.4696,69.8414,2445.6669,4.9806,Calm,0.9383,Long-haul,Good,2,0.4594,3740.21,24251.18,18.1972
2024-04-21,Bulk Carrier,Heavy Fuel Oil (HFO),10.8609,2138.3867,1857.1991,80.5317,1483.5463,10.8999,Calm,0.2095,Short-haul,Needs Maintenance,7,0.8839,5843.29,17592.89,240.5506
2024-04-22,Bulk Carrier,Steam Turbine,17.5561,731.9109,3575.0851,98.4845,1116.1516,6.0461,Moderate,0.4432,Long-haul,Good,5,0.4482,3653.39,21579.9,51.7703
2024-04-23,Bulk Carrier,Heavy Fuel Oil (HFO),19.9591,633.7218,6052.0902,83.0492,2463.8249,5.8901,Calm,0.409,Coastal,Good,6,0.35,4807.18,30199.83,46.34
2024-04-24,Fish Carrier,Steam Turbine,18.9346,1818.7486,980.2409,81.6541,2150.4942,6.3048,Moderate,0.3013,Transoceanic,Fair,2,0.35,5546.55,14092.84,108.0567
2024-04-25,Bulk Carrier,Diesel,14.0729,1118.2888,3491.8142,89.9572,1412.4177,5.897,Calm,0.8888,Coastal,Good,1,0.9425,4213.55,21812.83,94.8158
2024-04-26,Bulk Carrier,Steam Turbine,11.8736,519.7928,3415.3502,54.1893,1944.2141,9.0886,Calm,0.3459,Transoceanic,Good,3,0.8071,3898.79,19257.73,50.9628
2024-04-27,Fish Carrier,Steam Turbine,21.8001,980.7364,2813.9908,96.714,1242.7389,5.1292,Rough,0.3325,Long-haul,Needs Maintenance,7,0.35,3867.77,19789.42,55.2161
2024-04-28,Fish Carrier,Steam Turbine,15.2495,1133.5176,2550.9923,93.4955,3163.3891,8.9857,Calm,0.7283,Coastal,Good,2,0.749,5707.31,18231.26,87.1976
2024-04-29,Container Ship,Steam Turbine,8.1709,415.6395,2036.5961,55.3258,2598.1074,7.815,Rough,0.6406,Coastal,Fair,5,0.5132,4058.39,14410.79,66.1457
2024-04-30,Bulk Carrier,Heavy Fuel Oil (HFO),10.7757,892.9175,3871.0608,72.9264,2746.0798,10.4419,Moderate,0.6163,Transoceanic,Good,5,0.775,5232.47,21793.93,101.8215
2024-05-01,Bulk Carrier,Diesel,12.4127,773.5542,5623.8131,91.9403,2328.3161,10.1018,Moderate,0.1562,Short-haul,Good,2,0.9841,4960.59,28543.66,76.3467
2024-05-02,Container Ship,Diesel,19.3465,1366.764,2156.3455,61.2429,2922.2128,7.1941,Moderate,0.7562,Long-haul,Fair,6,0.35,5965.25,17097.85,94.1175
2024-05-03,Fish Carrier,Diesel,11.7837,1137.5026,2336.7082,82.6352,2947.7816,9.0326,Rough,0.9761,Transoceanic,Good,1,0.6771,5407.89,17625.86,111.287
2024-05-04,Tanker,Diesel,17.3339,782.9326,2511.4361,83.7724,3178.4654,9.9212,Moderate,0.5939,Long-haul,Good,3,0.6248,4720.72,17496.73,54.0428
2024-05-05,Fish Carrier,Steam Turbine,15.9039,1251.1743,868.9266,66.004,2936.6298,9.9033,Moderate,0.5814,Coastal,Good,6,0.5781,5097.67,12183.22,90.9939
2024-05-06,Fish Carrier,Steam Turbine,18.5496,1442.2663,1603.0486,86.8299,924.7467,6.7355,Moderate,0.6593,Transoceanic,Needs Maintenance,4,0.35,4336.1,15283.07,92.1848
2024-05-07,Tanker,Steam Turbine,8.0455,232.9522,1863.2071,51.3053,2236.0016,5.0016,Rough,0.7529,Transoceanic,Good,4,0.4815,3090.01,13052.01,39.8982
2024-05-08,Fish Carrier,Diesel,19.4573,836.5565,1543.7106,77.2197,1537.846,10.2135,Moderate,0.6016,Transoceanic,Good,6,0.35,3877.72,13563.95,54.6131
2024-05-09,Fish Carrier,Diesel,20.516,751.6211,826.1229,82.3834,3086.1075,9.9265,Calm,0.5015,Short-haul,Good,6,0.35,4342.44,11837.3,47.197
2024-05-10,Tanker,Steam Turbine,21.7331,177.7773,1719.9683,47.0076,2821.9063,10.2227,Calm,0.9634,Coastal,Good,5,0.35,3275.27,12160.91,13.1716
2024-05-11,Tanker,Diesel,12.6893,1175.1745,2250.8736,96.0634,2867.2916,9.1612,Calm,0.359,Long-haul,Good,6,0.9331,5341.97,18400.93,104.8585
2024-05-12,Fish Carrier,Diesel,13.0387,1881.9104,2207.8345,79.2647,920.3508,9.0264,Moderate,0.4187,Long-haul,Good,7,0.8958,4905.16,19287.66,185.1678
2024-05-13,Bulk Carrier,Diesel,16.4316,1450.6732,3729.1845,57.4192,1089.8636,5.8925,Calm,0.9637,Transoceanic,Good,2,0.7243,4788.04,22277.19,115.5582
2024-05-14,Bulk Carrier,Steam Turbine,14.0543,1858.579,3564.2111,72.1087,825.1581,9.6078,Calm,0.5687,Coastal,Fair,3,0.7833,5018.65,22735.96,153.349
2024-05-15,Container Ship,Steam Turbine,8.618,1012.7195,4059.2835,98.8771,1930.5065,8.2234,Rough,0.2308,Short-haul,Good,2,0.6849,4857.28,24045.65,134.5788
2024-05-16,Tanker,Diesel,18.2414,620.5874,6700.1499,79.781,2719.8936,10.1528,Rough,0.7938,Long-haul,Good,3,0.4078,5155.48,31443.59,49.6236
2024-05-17,Tanker,Steam Turbine,14.3296,1081.3447,1297.5582,60.6694,1829.0973,4.8137,Calm,0.1466,Coastal,Fair,3,0.7484,4133.66,12757.66,88.0694
2024-05-18,Container Ship,Heavy Fuel Oil (HFO),16.6662,1772.1878,4938.611,60.629,2815.1643,4.6779,Calm,0.2309,Coastal,Good,5,0.7254,6775.0,27038.79,135.3967
2024-05-19,Bulk Carrier,Heavy Fuel Oil (HFO),18.0303,551.3098,3985.4176,63.4334,1952.5998,8.9112,Moderate,0.8119,Transoceanic,Good,6,0.4326,4096.19,21560.53,41.4068
2024-05-20,Container Ship,Steam Turbine,20.4319,242.6493,1596.7218,93.5286,2697.7124,8.6344,Moderate,0.8889,Long-haul,Fair,1,0.35,3353.36,13407.14,22.2859
2024-05-21,Bulk Carrier,Diesel,10.7482,2164.2784,2866.1796,53.1276,1911.4115,5.5698,Rough,0.2386,Long-haul,Good,1,0.7582,6198.23,20357.69,223.7117
2024-05-22,Tanker,Steam Turbine,13.6642,728.269,1520.2607,60.8703,1721.4478,10.315,Moderate,0.0872,Long-haul,Needs Maintenance,6,0.6765,3412.24,13248.35,68.8533
2024-05-23,Bulk Carrier,Heavy Fuel Oil (HFO),10.1158,2095.1343,5315.2237,79.1234,2781.1441,8.056,Moderate,0.9115,Short-haul,Fair,3,0.7388,7315.86,29709.66,247.4
2024-05-24,Bulk Carrier,Steam Turbine,14.7309,582.315,6019.9016,95.4112,2093.6075,10.9757,Moderate,0.4398,Coastal,Needs Maintenance,2,0.6717,4532.66,29793.07,50.3827
2024-05-25,Bulk Carrier,Diesel,21.1637,625.7806,2400.8983,61.5048,2960.6588,7.5082,Moderate,0.5489,Long-haul,Good,4,0.35,4369.88,16088.81,35.1028
2024-05-26,Bulk Carrier,Steam Turbine,16.3604,296.8072,3023.4474,83.72,1189.8851,10.6903,Calm,0.9694,Transoceanic,Needs Maintenance,1,0.5699,3035.16,19024.79,25.6357
2024-05-27,Container Ship,Heavy Fuel Oil (HFO),8.7839,890.7441,7580.1525,97.0237,2011.9331,9.4886,Calm,0.7876,Transoceanic,Good,7,0.8316,5021.39,36410.09,121.0332
2024-05-28,Tanker,Steam Turbine,20.1628,732.9124,2766.1806,49.8462,3357.7902,8.8196,Calm,0.8906,Transoceanic,Good,1,0.35,4927.85,17076.14,40.683
2024-05-29,Container Ship,Diesel,14.7025,1270.8335,3767.7353,94.0738,3027.1209,7.5966,Calm,0.9852,Short-haul,Good,3,0.9287,5800.91,23209.36,95.3723
2024-05-30,Bulk Carrier,Steam Turbine,9.2197,1671.1095,1348.1508,71.3652,3051.1519,10.228,Calm,0.8288,Short-haul,Fair,5,0.7285,6358.81,14595.76,214.6504
2024-05-31,Container Ship,Diesel,11.261,1525.326,3152.7317,49.0648,1304.2532,9.2374,Rough,0.0151,Short-haul,Good,2,0.9248,5022.68,20197.85,160.1163
2024-06-01,Tanker,Diesel,19.6548,877.0273,5702.2273,74.1943,1168.5846,10.9669,Moderate,0.8529,Coastal,Fair,3,0.35,4296.0,29199.62,50.3065
2024-06-02,Container Ship,Steam Turbine,17.0699,1156.2979,3297.5866,85.1051,2522.7159,8.3834,Calm,0.7234,Coastal,Fair,2,0.6111,5234.07,21425.35,85.4917
2024-06-03,Fish Carrier,Steam Turbine,15.1892,834.6026,1057.8499,64.8371,3047.0831,8.645,Moderate,0.7337,Coastal,Good,5,0.5798,4795.88,12124.24,70.1839
2024-06-04,Fish Carrier,Diesel,8.941,1810.1016,2098.0586,92.2937,1687.9762,6.8208,Calm,0.5514,Long-haul,Good,7,0.8162,5251.68,18046.83,250.7261
2024-06-05,Fish Carrier,Heavy Fuel Oil (HFO),13.174,545.9396,954.4615,75.0382,2613.1651,10.1492,Rough,0.5942,Long-haul,Good,3,0.6773,4020.68,11583.9,52.8925
2024-06-06,Bulk Carrier,Steam Turbine,8.0776,1825.4966,3376.8842,50.4998,787.2878,9.0762,Moderate,0.7326,Long-haul,Good,7,0.6678,5231.26,21069.49,277.5416
2024-06-07,Container Ship,Diesel,18.6565,1884.553,7912.5772,99.0133,1067.5635,10.8903,Calm,0.825,Short-haul,Good,4,0.6575,6090.38,38856.5,111.1947
2024-06-08,Bulk Carrier,Steam Turbine,16.0342,1137.4284,2917.8896,47.1067,826.3156,5.0177,Moderate,0.4729,Coastal,Good,6,0.61,4320.73,18753.48,86.9574
2024-06-09,Fish Carrier,Diesel,15.8571,1514.5885,1312.5724,79.9781,2339.1531,10.1015,Rough,0.7091,Short-haul,Good,3,0.658,5593.95,14445.94,108.0098
2024-06-10,Fish Carrier,Heavy Fuel Oil (HFO),16.7018,1385.4605,969.9787,90.0668,716.0288,6.5809,Moderate,0.0805,Long-haul,Good,7,0.5778,4018.23,13249.31,90.6989
2024-06-11,Container Ship,Diesel,15.7736,859.5,6160.0994,73.4074,1519.6187,5.5434,Calm,0.673,Short-haul,Fair,2,0.904,4618.06,30101.28,62.0073
2024-06-12,Bulk Carrier,Diesel,19.0734,1772.0953,2288.5355,72.0366,1746.3806,7.9974,Rough,0.5376,Coastal,Good,4,0.3599,5772.88,18053.12,117.9092
2024-06-13,Fish Carrier,Diesel,20.972,2055.6631,1247.4997,88.6027,1113.9029,5.6044,Rough,0.1455,Short-haul,Good,6,0.35,5172.63,15802.39,115.96
2024-06-14,Tanker,Steam Turbine,15.4953,1723.4579,4091.3869,51.7122,1766.3639,6.4408,Calm,0.2942,Short-haul,Fair,5,0.6585,6036.32,24135.97,138.2439
2024-06-15,Tanker,Diesel,11.1209,425.3122,3322.1818,93.4791,2035.3612,8.8608,Calm,0.0284,Long-haul,Good,4,0.9465,3555.98,20007.93,48.1513
2024-06-16,Bulk Carrier,Diesel,15.1082,1159.1809,5004.2178,86.0455,2903.798,5.7721,Calm,0.6594,Long-haul,Good,5,0.8197,5660.88,27071.91,94.6961
2024-06-17,Fish Carrier,Steam Turbine,21.2271,1446.8371,1234.8197,52.9336,2826.9828,6.8451,Calm,0.8836,Coastal,Good,6,0.35,5631.64,13556.15,79.9079
2024-06-18,Tanker,Diesel,10.3628,1711.9666,2768.9828,60.9935,2238.3181,10.3096,Moderate,0.1146,Long-haul,Good,6,0.8095,6230.98,19715.37,203.374
2024-06-19,Fish Carrier,Steam Turbine,14.0029,857.3364,661.6293,77.6384,2134.9985,9.9058,Calm,0.1805,Long-haul,Fair,4,0.7537,3943.87,11381.32,73.6384
2024-06-20,Container Ship,Heavy Fuel Oil (HFO),21.7637,1097.6072,2167.3887,65.5573,3354.1599,7.4682,Calm,0.1808,Transoceanic,Fair,3,0.35,5554.36,16147.32,60.744
2024-06-21,Container Ship,Diesel,11.3562,204.3632,4766.6679,71.2383,2612.3537,8.2223,Calm,0.3958,Transoceanic,Good,4,0.9624,3882.91,24076.14,27.3894
2024-06-22,Container Ship,Heavy Fuel Oil (HFO),18.9272,1397.105,5255.8495,78.7177,3152.1035,6.738,Calm,0.4755,Transoceanic,Fair,7,0.35,6438.22,28570.57,87.0028
